,store,address,phone
338,진영신도시점,"경상남도 김해시 진영읍 김해대로 361 16,110호(나경타운상가)",055-345-3766
339,진주경상대점,경상남도 진주시 가좌동 480-5 UCT상가 104,055-753-5259
340,진주금산점,"경상남도 진주시 금산면 중천로 80, 105호(청솔빌딩)",055-761-9119
341,진주대안점,"경상남도 진주시 진주대로 1069번길 3-1,1층(대안동)",055-761-9817
342,진주상대동점,경상남도 진주시 동진로 184-1(상대동),055-761-7554
343,진주점,경상남도 진주시 진주대로 1069번길 10(대안동),055-741-9777
344,진주하대동점,경상남도 진주시 하대로 96-1,055-752-1360
345,진주혁신도시점,경남 진주시 사들로 91,055-752-2700
346,진해장천점,"경상남도 창원시 진해구 충장로 657번길 20  제106호(장천동 ,외2필지 현대빌딩)",055-545-5560
347,진해점,경상남도 창원시 진해구 벚꽃로 74-1(화천동),055-546-3350
348,창녕점,경상남도 창녕군 창녕읍 종로 23,055-533-2223
349,창동점,서울특별시 도봉구 창동 569-85,02-996-3766
350,창원도계점,경상남도 창원시 의창구 원이대로69번길 20-1(도계동),055-284-8235
351,창원반송시장점,"경상남도 창원시 성산구 원이대로 473번길 20-8, 1동 106호",055-263-1181
352,창원봉림점,"경상남도 창원시 의창구 대봉로 14, 1층 102호(봉림동, 두성빌딩)",055-237-7709
353,창원상남점,"경상남도 창원시 성산구 마디미로 23, 1층 103호(상남동,C&B빌딩)",055-287-8990
354,창원소계점,경상남도 창원시 의창구 소계로 86(소계동),055-295-0333
355,천안성거점,"충청남도 천안시 서북구 성거읍 성거길 90, 1층",041-952-6751
356,첨단2지구점,광주 북구 첨단연신로107번길 6 ,062-571-7895
357,첨단점,"광주광역시 광산구 첨단중앙로 96, 131호 (월계동, 엘씨타워)",062-973-7891
358,청도점,경상북도 청도군 청도읍 청화로 187,054-372-4739
359,청북점,"경기도 평택시 청북읍 안청로 336, 107호  ",031-683-8130
360,청송점,경상북도 청송군 청송읍 중앙로 234-1,054-872-1098
361,청주강서점,"충청북도 청주시 흥덕구 서현북로 70 (가경동,103호)",043-233-5530
362,청주봉명점,"충청북도 청주시 흥덕구 덕암로 114번길 40,102호 (봉명동)",043-264-6052
363,청주분평점,"충청북도 청주시 서원구 1순환로 1107번길 28(분평동,명인원플러스 103호)",043-283-1152
364,청주용암점,"충청북도 청주시 상당구 용암로 3,상가동 102호(용암동)",043-296-3512
365,청주운천점,충청북도 청주시 흥덕구 사운로 263(운천동),070-4300-9430
366,청주주성점,"충청북도 청주시 청원구 율량로 112, 1층 101호(주성동)",043-235-2772 
367,청평점,경기도 가평군 청평면 청평중앙로 59,031-585-6752
368,충북괴산점,충청북도 괴산군 괴산읍 읍내로 11길 14,043-834-0205
369,충북단양점,충청북도 단양군 단양읍 별곡리 507,043-423-9797
370,충북대소점,충청북도 음성군 대소면 오태로 104-2,043-882-8571
371,충북영동점,"충청북도 영동군 영동읍 중앙로 22-1, 1층",043-743-0666
372,충북오송점,"충북 청주시 흥덕구 오송읍 오송생명5 184-6, 107호(모아미래도프라자)",043-231-3323
373,충북혁신점,충북 음성군 맹동면 원중로1424  ,043-878-0740 
374,충주점,"충청북도 충주시 성서3길 16,102호(성서동,동방타운1층)",043-847-1164
375,탑마트신다대점,부산광역시 사하구 다송로 58,051-262-2242
376,탑마트신평점,부산광역시 사하구 하신중앙로 210(신평동),051-207-8096
377,탑마트포항문덕점  ,경상북도 포항시 남구 오천읍 원동로 33,010-7181-4461
378,탑마트포항우현점,경상북도 포항시 북구 우현동 115-2 탑마트 포항우현점 ,010-4532-8889
379,태안점,"충청남도 태안군 태안읍 환동로 82,105호(태안프라자)",041-672-6162
380,태평점,"대전광역시 중구 태평로 71 110호(태평동, 뉴삼부프라자)",042-525-2289
381,통영죽림점,"경상남도 통영시 광도면 죽림3로 54-38,104호",055-646-3666
382,통영향남점,경상남도 통영시 중앙로 137(항남동),055-646-4547
383,퇴계원점,경기도 남양주시 퇴계원면 퇴계원리 292-5 1필지,031-572-4016
384,파주금릉점,"경기도 파주시 금빛로 24-22, 103호",
385,파주문산점,경기도 파주시 문산읍 문산로 46-1,070-8851-0047
386,팔달점,대구광역시 서구 팔달로170-1,053-353-3530
387,팔용점,"경상남도 창원시 의창구 팔용로 438,1층 103호",055-253-2199
388,평리점,"대구광역시 서구 국채보상로 254(평리동, 1층동편)",053-524-0325
389,평택미군기지점,경기도 과천시 삼부골로 25(주암동),070-4699-1300
390,평택비전점,경기도 평택시 평택5로 114번길 54(비전동),031-658-4599
391,평택송탄점,"경기도 평택시 쇼핑로 28-2, 1층(신장동)",031-665-4209
392,평택점,경기도 평택시 평택동 49-1,031-618-5096
393,평택포승점,"경기 평택시 포승읍 여술2길 18, 1층 101호",031-683-3045
394,포천송우점,경기도 포천시 소흘읍 솔모루로 43-1,031-542-7211
395,포천일동점,경기도 포천시 일동면 화동로 1062-1,031-536-1113
396,포천터미널점,경기도 포천시 중앙로 125-1(신읍동),031-536-7992
397,포항양덕점,경북 포항시 북구 양덕동 1197,054-247-5559
398,포항연일점,"경상북도 포항시 남구 연일읍 연일로 159번길 41,1층",054-278-7768
399,포항장성점,"경상북도 포항시 북구 용두산길 48, 108호(두호동, 성도종합시장 1층)",054-253-0900
400,포항창포점,경상북도 포항시 창포동 636-5번지,054-243-6167
401,하나로마트양산증산점,"경상남도 양산시 물금읍 증산역로 177, 지하1층 하나로마트(라피에스타)",055-911-5382
402,하나로클럽안영점,대전광역시 중구 대둔산로199번길 43,042-581-7901
403,하남점,"경기도 하남시 신평로 57(신장동, 1층)",031-793-8559
404,하이닉스점,경기도 이천시 경충대로 2091 SK하이닉스 반도체 내 복지매장,031-635-5127
405,함양점,"경상남도 함양군 함양읍 고운로 59,1층(부흥상가 101동 2호)",055-962-0333
406,합천점,경상남도 합천군 합천읍 옥산로 60,055-932-0744
407,홍성점,충청남도 홍성군 홍성읍 조양로 144번길 19,041-632-2844
408,홍천점,"강원도 홍천군 홍천읍 번영로 39,나동 101호(삼일빌딩)",033-434-9344
409,화성남양점,경기도 화성시 남양시장로 80(남양동),031-357-0670
410,화성동탄점,"경기도 화성시 동탄솔빛로 65, 1층 104호(반송동,정림프라자)",031-8003-8386
411,화성봉담점,"경기도 화성시 봉담읍 동화길  85,1층 102호 (이원타워)",070-4194-1662
412,화원점,대구광역시 달성군 화원읍 화원로 5,053-636-0609
413,황성점,"경상북도 경주시 황성로 18(황성동, 외1필지)",054-774-9339
414,횡성점,강원도 횡성군 횡성읍 읍상리 277-3,033-343-2230
415,흥해점,경상북도 포항시 북구 흥해읍 한동로 59-3,070-8623-5075
416,강남대로점,서울특별시 강남구 역삼동 814-6,02-501-7058
417,강남역사점,서울특별시 강남구 역삼동825번지 신분당선 지하1층,02-501-8340
418,경희궁자이점,서울특별시 종로구 교남동 62-1 경희궁자이 아파트 상가(펠리스에비뉴),02-735-5007
419,광화문점,서울특별시 종로구 세종로 204-1,02-720-6883
420,대구백화점프라자점,대구광역시 중구 명덕로  333 (대봉동),053-253-7787
421,라플리벨롯데마트월드점,서울 송파구 잠실동 40-1 롯데마트 월드점,02-2143-1359
422,라플리벨이마트양재점,서울 서초구 양재동 215 이마트 양재점 더페이스샵,02-2155-1152
423,라플리벨이마트역삼점,서울 강남구 역삼동 755 이마트 역삼점 더페이스샵,02-501-6825
424,롯데마트인천터미널점,"인천광역시 미추홀구 연남로 35, B1층(관교동,롯데마트 인천터미널점)",032-242-2625
425,롯데몰 수지점,경기도 용인시 수지구 성복2로 38(성복동),031-2601-2659
426,롯데몰 은평점,서울특별시 은평구 진관동 79-15 롯데몰은평점 지하 1층,02-6975-5137
427,메가마트동래점,부산광역시 동래구 명륜1동 506-3,051-552-5912
428,명동중앙로점,서울특별시 중구 명동2가 51-12,02-318-3908
429,백화점가든파이브점,"서울특별시 송파구 충민로 66, 1층(문정동)",02-2157-5211
430,사당직영점,서울특별시 동작구 사당1동 1112 사당역 내,02-521-4882
431,신세계 스타필드 부천점,"경기도 부천시 범안로 227, 311호(옥길동, 서영아너시티)",02-6386-1164
432,신세계의정부점,경기 의정부 시민로 지하 100 의정부민자역사 1층,031-8082-0250
433,신촌점,서울특별시 서대문구 연세로 14,02-312-5092
434,안산상록수점,경기도 안산시 상록구 본오동 873-4 현대프라자 104,031-406-8762
435,연신내점,서울특별시 은평구 갈현동 456-1,02-352-9514
436,울진연수원점,경상북도 울진군 온정면 소태리 1444-2번지 LG연수원내,054-502-8093
437,이대점,"서울특별시 서대문구 대현동 34-31,32번지",02-312-9701
438,이마트 반야월점,대구 동구 신서동 520-1 이마트 반야월점 ,053-961-5448
439,이마트 포항점,경북 포항시 남구 인덕동 161-176 이마트 포항점,054-283-9498
440,이마트가든파이브점,서울특별시 송파구 문정동 292번지,02-400-9404
441,이마트대전터미널점,대전광역시 동구 용전동 63-2번지,042-622-2790
442,이마트미아점,"서울특별시 성북구 도봉로 17(길음동,이마트내)",02-981-1301
443,이마트산본점,경기도 군포시 산본로  347 (산본동),031-391-1756
444,이마트성남점,경기 성남시 수정구 태평동 7336 이마트 성남점 ,031-721-2122
445,이마트용인점,경기도 용인시 처인구 명지로 53. 2층,031-321-5528
446,이마트월계점,서울시 노원구 월계동333-1,02-975-6377
447,이마트의왕점,경기도 의왕시 오전동 324-4,031-427-2179
448,이마트전주점,전북 전주시 완산구 서신동 767 이마트 전주점 더페이스샵,063-274-8077
449,이마트청계천점,서울 중구 황학동 2545 롯데캐슬 베네치아 지하2층 이마트,02-2231-9910
450,코레일유통선정릉역점,서울특별시 강남구 선릉로 580 선정릉역 맞이방,02-547-9481
451,코레일유통압구정로데오역점,서울특별시 강남구 압구정동 압구정로 402 분당선 압구정로데오역사내,02-547-8991
452,트윈타워점,서울특별시 영등포구 여의대로 128 LG트윈타워 지하 1층,02-3773-1260
453,한국철도 수원역점,경기도 수원시 팔달구 매산로 1가 18 수원역 내,031-241-9799
454,현대백화점디큐브시티,서울특별시 구로구 경인로 662(신도림동),02-2210-9781
455,현대백화점천호점,서울특별시 강동구 천호동 455-8,02-2225-7841
456,홈플러스 대구점 ,"대구광역시 북구 중앙대로 543, 지하1층(칠성동2가, 홈플러스 대구점)",053-341-8075
457,홈플러스 동대문점,서울특별시 동대문구 천호대로 133 홈플러스 동대문점 내 지하1층 네이처컬렉션,02-957-6947
458,홈플러스동대전점,대전광역시 동구 용전동 65-1 홈플러스 동대전점,042-622-8159
459,홈플러스분당오리점,경기도 성남시 분당구 구미동 159 홈플러스 분당오리점 더페이스샵,031-712-9054
460,홈플러스상인점,대구광역시 달서구 월배로 183 홈플러스 상인점 지하2층,053-631-2328
461,홈플러스서부산점,부산 사상구 괘법동 529-1 홈플러스 서부산점,051-313-2202
462,홈플러스스토어즈목동점,"서울특별시 양천구 목동서로 170 (목동, 홈플러스 목동점)",02-2062-2420
463,홈플러스스토어즈순천풍덕점,전라남도 순천시 팔마로 222 홈플러스 순천풍덕점,061-741-9691
464,홈플러스스토어즈시흥점,서울특별시 금천구 시흥동 992-47,02-808-8171
465,홈플러스스토어즈안산고잔점,경기도 안산시 단원구 광덕대로 175 홈플러스 내 1층 네이처컬렉션,031-402-8539
466,홈플러스스토어즈야탑점,경기 성남시 분당구 야탑동 341 테마폴리스 3층 홈플러스 야탑점,031-781-6514
467,홈플러스스토어즈전주완산점,전라북도 전주시 완산구 중노송동 495-6,063-231-5027
468,홈플러스스토어즈청주성안점,충청북도 청주시 상당구 사직대로 346 홈플러스 청주성안점 내 1층 네이처컬렉션,043-221-2808
469,홈플러스시화점,경기도 시흥시 정왕동 2166-4 홈플러스 시화점 더페이스샵,031-319-5548
470,홈플러스인천연수점,"인천광역시 연수구 청능대로 210 (동춘동, 홈플러스 연수점)",032-811-6126
471,화정세이브존,경기도 고양시 덕양구 화정동 970,031-974-7520
472,회기역점,서울특별시 동대문구 회기로 196 1호선 회기역 2층,02-966-7931
473,강남대점,경기 용인시 기흥구 구갈동 581-2 사훈프라자 1층 106-1호,070-4212-3171
474,강원태백점,강원 태백시 황지동 41-7번지 106호,033-553-9465
475,강화도점,인천광역시 강화군 강화읍 관청리 491-1 12  더페이스샵,032-933-3044
476,거제옥포점,경남 거제시 옥포1동 539-3,055-688-6252
477,경남함안점,경남 함안군 가야읍 말산리 480-4,055-582-8836
478,경북 칠곡 왜관점,경북 칠곡군 왜관읍 왜관리 191-9,054-973-3651
479,경북성주점,경북 성주군 성주읍 성주로 3220-1 더페이스샵,054-933-9998
480,경북의성점,경북 의성군 의성읍 후죽리 746,054-832-6006
481,경산점,경북 경산시 하양읍 금락리 130-8 우방3차상가 122호,053-856-3590
482,고양하나로마트,경기 고양시 일산서구 대화동 2324번지 고양하나로마트 1층 더페이스샵,031-922-8222
483,광주 봉선점,광주 남구 봉선동 1028-1번지,062-673-7121
484,광주운남점,광주 광산구 운남동 773-4번지 1층,062-363-7755
485,낙성대점,서울 관악구 봉천동 1656-2 더페이스샵,02-878-7880
486,남양주진건점,경기 남양주시 진건읍 진건오남로 83 103호 더페이스샵,031-575-5160
487,남해점,경남 남해군 남해읍 화전로 92 더페이스샵,055-864-5949
488,대구논공점,대구 달성군 논공읍 논공로5길 157,053-614-8946
489,대구동서시장점,대구 동구 신암5동 107-3,053-957-1021
490,대구현풍점,대구 달성군 현풍면 현풍중앙로 55(하리 125번지),053-611-2101
491,더페이스샵전곡점,경기 연천군 전곡읍 전곡로 150-1,031-832-2220
492,도곡점,서울 강남구 도곡동 467-7 아카데미스위트A동 지하1층 101-76호,02-577-7097
493,명지대점,서울 서대문구 남가좌동 240 동부 센트레빌상가 1-7A호,070-8810-1432
494,목동점,서울 강서구 화곡동 798-4호 더페이스샵,02-2651-1971
495,목포점,전남 목포시 죽동 16-4,061-245-2764
496,배재대점,대전 서구 배재로 162-1 더페이스샵,042-300-8825
497,부산애플아울렛점,부산 사상구 괘법동 534-1번지 애플아울렛 1층,051-559-6272
498,부산진역전점,부산 동구 수정동 200 - 1 번지,051-465-1355
499,부천상동시장점2013,경기 부천시 장말로 200번길 45,032-612-6440
500,석남동점,인천 서구 석남동 576-47 더페이스샵,032-577-3473
501,성남상대원점,경기 성남시 중원구 상대원2동 4398,031-734-6946
502,성남중앙점2012,경기 성남시 수정구 수진1동 48번지 더페이스샵,031-751-2908
503,세교신도시점,경기 오산시 금암동 412-4 롯데슈퍼 제1층 104호 더페이스샵,031-372-6672
504,순천2호점,전남 순천시 남내동 49 - 8 번지,061-753-3200
505,시흥연성지구점,경기 시흥시 장곡동 820-3 부석프라자 106,031-435-7225
506,신월2호점,서울 양천구 신월동 550-5 1층,02-2691-1910
507,신천점,서울 송파구 잠실동 208-16번지 1층,02-415-8806
508,양산서창점,경남 양산시 서창로 191-2,055-362-3739
509,양평용문점,경기 양평군 용문면 다문리 729-7 더페이스샵,031-774-6607
510,영주점,경북 영주시 구성로 350번지 (영주동) 더페이스샵,054-635-2163
511,외국어대점,서울 동대문구 이문동  305-152 더페이스샵,02-957-0332
512,울산대송시장점,울산 동구 화정동 171-1,052-235-8529
513,울산대점,울산 남구 무거동 618-10,052-249-4558
514,울산병영점,울산 중구 남외동 214-1번지 더페이스샵,052-296-3397
515,울산원예농협,울산 울주군 범서읍 굴화리 295-1 2층,052-225-8834
516,울산태화시장점,"울산광역시 중구 유곡로19, 1층(태화동)",
517,울산호계점,울산 북구 신천동 324-6,052-292-7067
518,은천점,"서울 관악구 봉천동 1708,1708-1 두산상가 2동 111호",02-872-1242
519,인제점,강원도 인제군 인제읍 비봉로 5 더페이스샵,033-463-5100
520,인천구월동모래내점,인천 남동구 구월동 1264-41번지 1층 더페이스샵,032-462-0220
521,인천부평지하2호점,"인천 부평구 부평대로 지하69(부평동,부평지하상가 G동 21호) 더페이스샵",032-511-0324
522,전남강진점,전남 강진군 강진읍 남성리 32-4,061-434-0117
523,전남고흥점,전남 고흥군 고흥읍 남계리 924-3,061-832-8900
524,전남보성점,전남 보성군 보성읍 보성리 893-12,061-852-8009
525,전남장성점,전남 장성군 장성읍 영천리 1038-1,061-393-5533
526,전북남원점,전북 남원시 광한북로 38 (쌍교동 243-3번지) 더페이스샵,063-625-8086
527,정읍점,전북 정읍시 수성동 723,063-534-0345
528,제주서귀포점,제주 서귀포시 서귀동 370-16번지,064-733-1052
529,제주점,제주 제주시 일도1동 1476-60 중앙지하상가 212,064-752-0991
530,제주한림점,제주 제주시 한림읍 한림리 1351-1,064-796-7504
531,청주점,충북 청주시 상당구 북문로1가 65-2 THEFACESHOP,043-253-3390
532,청주하복대점,"충북 청주시 흥덕구 진재로 54,1층(복대동)",043-232-4556
533,충남금산점,충남 금산군 금산읍 중도리 330,041-751-2777
534,충북진천점,충북 진천군 진천읍 중앙동로 77,043-533-2628
535,평택안중점,경기 평택시 안중읍 안중리 233-7,031-681-7766
536,포항구룡포점,경북 포항시 남구 구룡포읍 구룡포3리 708-20,054-276-3096
537,포항점,경북 포항시 북구 대흥동 723-2번지,054-242-1176
538,화순점,전남 화순군 화순읍 만연리 241-3번지,061-375-8555
539,2001아울렛 구로점,서울 구로구 고척동 76-41 2001아울렛 1층 더페이스샵,02-2616-1116
540,2001아울렛 부평점,인천 부평구 산곡동 311-151번지 부평아울렛 1층,032-363-5629
541,2001아울렛 분당미금점,경기 성남시 분당구 구미동 11-1 아울렛 지상 1층 더페이스샵,031-786-2619
542,2001아울렛 안산고잔점,경기 안산시 단원구 고잔동 725-1 2001아울렛 안산고잔점 B관 1층 더페이스샵,031-436-4119
543,2001아울렛 중계점,서울 노원구 중계동 509 2001아울렛 중계점 1층,02-3399-8216
544,2001아울렛 철산점,경기 광명시 철산동 261 2001아울렛철산점 1층 더페이스샵,02-2066-1215
545,2001아울렛안양점,경기 안양시 만안구 안양4동 627-287 2001아울렛 안양점 1층 더페이스샵,031-443-2947
546,2001아울렛천호점,서울특별시 강동구 구천면로 189  2001아울렛 천호점 1층 더페이스샵,02-2224-6463
547,GS슈퍼 명일점,"서울특별시 강동구 양재대로 1630(명일동,외10필지)",00-000-000
548,GS슈퍼 청주용담점,충북 청주시 상당구 용담동 407,043-283-0761
549,GS슈퍼 평거점,경남 진주시 평거동 204-1 진주GS슈퍼 1층 더페이스샵,055-747-1373
550,GS슈퍼마켓초읍점,부산 부산진구 새싹로 244 GS슈퍼마켓초읍점 1층 더페이스샵,051-802-5173
551,GS슈퍼서인천점,"인천 서구 심곡동 249-4,5 GS슈퍼 서인천점 1층 더페이스샵",032-561-9820
552,GS슈퍼의왕점,경기 의왕시 왕곡동 598-1 GS슈퍼마켓 1층 더페이스샵,031-427-4886
553,GS슈퍼포항창포점,경북 포항시 북구 새천년대로 1076번길 4 더페이스샵,054-242-4812
554,HDC신라면세점 용산점,서울 용산구 한강대로23길 55(한강로3가) 더페이스샵,02-490-3616
555,NC백화점 구로점,"서울시 구로구 구로중앙로 152, 엔씨백화점 구로점 지하1층 더페이스샵",02-6923-2103
556,NC백화점 야탑점,경기 성남시 분당구 야탑동 357-1 뉴코아아울렛 지상 1층 더페이스샵,031-780-3103
557,NC웨이브광주점,광주광역시 동구 중앙로 163번지 NC웨이브 2층 더페이스샵,062-718-9582
558,갤러리아백화점 천안점,충남 천안시 서북구 불당동 521-3 지하1층,041-555-4838
559,그랜드백화점 일산점,경기도 고양시 일산서구 주엽동 22 일산그랜드백화점 1층 더페이스샵,031-911-1612
560,뉴코아아울렛 광명점,경기 광명시 하안1동 38번지 1층 더페이스샵,02-899-1090
561,뉴코아아울렛 동수원점,경기 수원시 팔달구 인계동 1114-1번지 뉴코아아울렛 동수원점 1층 더페이스샵 ,031-221-6732
562,뉴코아아울렛 부천점,경기 부천시 원미구 상동 539-1 소풍 2층 더페이스샵,032-624-8250
563,뉴코아아울렛 산본점,경기 군포시 산본동 1231 뉴코아아울렛 2층,031-391-8218
564,뉴코아아울렛 울산성남점,울산 중구 성남동 249-1,052-211-7354
565,뉴코아아울렛 울산점,울산 남구 달동 1360-3 뉴코아아울렛 울산점 1층,052-257-3700
566,뉴코아아울렛 인천점,인천 남동구 구월1동 1465-1번지 뉴코아아울렛 1층 더페이스샵,032-430-5303
567,뉴코아아울렛 일산점,경기 고양시 일산구 마두동 792-2 뉴코아일산점 1층,031-900-5159
568,뉴코아아울렛 평촌점,경기도 안양시 동안구 동안로 119  1층 더페이스샵,031-380-1308
569,뉴코아아울렛 평택점,경기 평택시 비전동 830-1 뉴코아아울렛 지상1층 더페이스샵,031-650-6137
570,뉴코아아울렛괴정점,부산광역시 사하구 괴정3동 961-1,051-209-5249
571,뉴코아아울렛덕천점,부산 북구 덕천동 389-2 1층 더페이스샵,051-366-2223
572,뉴코아아울렛창원점,경남 창원시 의창구 팔용동 30-1 뉴코아아울렛 창원점 1층 더페이스샵,055-270-3401
573,동아강북점,대구 북구 읍내동 1343-6번지 동아백화점 강북점1층,053-320-7727
574,동아백화점 쇼핑점,대구 중구 달구벌대로 2085 동아백화점쇼핑점,053-423-7875
575,롯데마트 검단점,인천 서구 마전동 626-7 롯데마트 검단점 더페이스샵,032-567-0015
576,롯데마트 광주점,광주 서구 금화로 240 월드컵경기장 內 롯데마트 월드컵점 1층 더페이스샵,062-672-2603
577,롯데마트 구리점,경기 구리시 인창동 430 구리롯데마트 3층 더페이스샵,031-553-3221
578,롯데마트 구미점,경북 구미시 신평동 465번지  롯데마트 1층,054-463-6660
579,롯데마트 군산점,전북 군산시 수송로 185 롯데마트 군산점 1층 더페이스샵,063-461-6372
580,롯데마트 김포공항점,서울 강서구 방화동 886번지 롯데몰 내 롯데마트 더페이스샵,02-6116-1689
581,롯데마트 노은점,대전 유성구 하기동 518번지,042-824-7396
582,롯데마트 당진점,충남 당진시 당진읍 원당리 824,041-350-7142
583,롯데마트 대구점,대구 동구 율하동 1117번지 롯데마트 지하1층,053-607-2764
584,롯데마트 대덕테크노밸리점,대전 유성구 관평동 887번지 대덕테크노밸리 단지 롯데마트 1층,042-933-1164
585,롯데마트 덕소점,경기 남양주시 와부읍 덕소리 501-3  롯데마트 덕소점 더페이스샵,031-576-9106
586,롯데마트 동두천점,경기 동두천시 송내동 529외 롯데마트 동두천점 2층 더페이스샵,031-857-4726
587,롯데마트 동래점,부산 동래구 온천동 502-3번지 지하1층,051-552-7976
588,롯데마트 마산점,"경남 창원시 마산합포구 창포동 8-1,8-3번지 롯데마트1층 더페이스샵",055-222-3353
589,롯데마트 마석점,경기 남양주시 화도읍 마석우리 산16-1 롯데마트 마석점 1층 더페이스샵,031-593-2017
590,롯데마트 목포점,전남 목포시 원형서로 15 롯데마트 목포점 2층 더페이스샵,061-281-1672
591,롯데마트 부평역점,인천 부평구 부평동 738-1 롯데마트 부평역점 2층 더페이스샵,070-8825-1871
592,롯데마트 부평점,인천 부평구 산곡동 159-52 롯데마트 산곡점 지하1층 더페이스샵,032-330-0929
593,롯데마트 사상점,부산 사상구 엄궁동 364-5,051-313-3822
594,롯데마트 사하점,인천 부평구 부평동 738-21 롯데마트 부평역점 2층 더페이스샵,070-4143-0622
595,롯데마트 삼산점,인천 부평구 삼산동 465-1 롯데마트 삼산점 1층 더페이스샵,032-363-2099
596,롯데마트 삼양점,서울 강북구 미아동 1359 롯데마트 삼양점 1층 더페이스샵,02-945-5593
597,롯데마트 상당점,충북 청주시 상당구 용암동 2634 1층,043-283-8911
598,롯데마트 상무점,광주 서구 시청로 40 롯데마트 상무점 2층 더페이스샵,062-385-3248
599,롯데마트 서대전점,대전 유성구 원내동 33-19 서대전롯데마트,042-543-8643
600,롯데마트 서산점,충남 서산시 예천동 508번지 롯데마트서산점 1층(아울렛코너),041-681-5857
601,롯데마트 서울역점,서울 중구 봉래동2가 122 롯데마트 서울역점 더페이스샵,02-363-7767
602,롯데마트 성정점,충남 천안시 서북구 성정동 1486번지 1층 롯데마트,041-522-1697
603,롯데마트 송천점,전북 전주시 덕진구 송천중앙로 82 롯데마트 송천점 1층 더페이스샵,063-283-7100
604,롯데마트 송파점,서울 송파구 문정동 150-2 송파롯데마트 지상1층 더페이스샵,02-401-5169
605,롯데마트 수완점,광주 광산구 장신로 98 롯데마트 수완점 2층 더페이스샵,062-975-2823
606,롯데마트 시화점,경기 시흥시 정왕동 1366-4 롯데마트 시화점 더페이스샵,031-319-0751
607,롯데마트 안산점,경기 안산시 상록구 성포동 590번지 롯데마트안산점 2층 더페이스샵,031-485-4178
608,롯데마트 안성점,경기 안성시 공도읍 양기리 306 롯데마트 안성점 1층 더페이스샵,031-654-3650
609,롯데마트 여수점,전남 여수시 국동 37-100 롯데마트 여수점 1층 더페이스샵,061-642-0708
610,롯데마트 연수점,인천 연수구 청학동 502-4 롯데마트 연수점 더페이스샵,032-811-7215
611,롯데마트 영종도점,인천 중구 운서동 2803-2 롯데마트영종도점 1층 더페이스샵,032-751-2572
612,롯데마트 오산점,경기 오산시 오산동 868 롯데마트 오산점 1층 더페이스샵,031-371-2648
613,롯데마트 울산점,울산 남구 달동 833-1 롯데마트 1층,052-227-4622
614,롯데마트 웅상점,경남 양산시 삼호동 롯데마트1층,055-365-3510
615,롯데마트 원주점,강원 원주시 단계동 1123번지 원주롯데마트 1층 더페이스샵,033-743-5740
616,롯데마트 의왕점,경기 의왕시 내손동 743 롯데마트 의왕점 2층 더페이스샵,070-4943-0517
617,롯데마트 익산점,전북 익산시 무왕로 1053 롯데마트 익산점 1층 더페이스샵,063-834-5348
618,롯데마트 장암점,경기 의정부시 장암동 38-10 롯데마트 장암점 지하1층 더페이스샵,031-849-2549
619,롯데마트 장유점,경남 김해시 장유면 대청리  300번지 장유롯데마트1층 더페이스샵,055-314-3622
620,롯데마트 전주점,전북 전주시 완산구 바우배기2길 11 롯데마트 전주점 1층 더페이스샵,063-229-2260
621,롯데마트 정읍점,전북 정읍시 벚꽃로 85 롯데마트 정읍점 1층 더페이스샵,063-538-1345
622,롯데마트 제주점,제주특별자치도 제주시 연북로 1 롯데마트 제주점 3층,064-742-4423
623,롯데마트 주엽점,경기 고양시 일산구 주엽동 15번지 롯데마트 주엽점 1층 더페이스샵,031-919-4050
624,롯데마트 중계점,서울 노원구 중계동 361 롯데마트 중계점 2층 더페이스샵,02-930-4660
625,롯데마트 진장점,울산 북구 진장동 진장유통단지 9블럭,052-287-8650
626,롯데마트 진해점,경남 창원시 진해구 석동 543-5 롯데마트2층 더페이스샵,055-542-6263
627,롯데마트 창원중앙점,경남 창원시 성산구 중앙동 91번지 롯데마트 창원중앙점1층 더페이스샵,055-264-0630
628,롯데마트 천천점,경기 수원시 장안구 천천동 525 롯데마트 천천점 1층 더페이스샵,031-269-1806
629,롯데마트 첨단점,광주 광산구 첨단강변로99번길 22 1층 더페이스샵,062-973-8633
630,롯데마트 청량리점,서울 동대문구 전농동 620번지 청량리 롯데마트 5층 더페이스샵,02-957-8476
631,롯데마트 청주점,충북 청주시 흥덕구 가경동 1416-2번지,043-233-8633
632,롯데마트 춘천점,강원 춘천시 온의동 6번지 롯데마트 춘천첨 2층 더페이스샵,033-251-5269
633,롯데마트 충주점,충북 충주시 칠금동 849 롯데마트내 2층,043-852-6789
634,롯데마트 통영점,경남 통영시 무전동 1069번지 롯데마트 통영점1층 더페이스샵,055-648-5754
635,롯데마트 평택점,경기 평택시 합정동 968-1 롯데마트 1층 더페이스샵,031-657-5232
636,롯데마트 화명점,부산 북구 화명동 1975 화명롯데마트 1층,051-341-3622
637,롯데마트계양점,인천 계양구 계산동 장제로822번지 롯데마트 계양점 1층 더페이스샵,032-547-8262
638,롯데마트고양점,경기 고양시 덕양구 행신1동 941 1층 더페이스샵,031-978-3600
639,롯데마트광복점,부산광역시 중구 중앙대로 2  더페이스샵,051-462-0224
640,롯데마트김천점,경북 김천시 시청로 80 (신음동 470) 더페이스샵,054-436-1716
